stn_num|stn_type|stn_name|stn_name_heb|stn_long|stn_lat|isr_grid_X|isr_grid_Y|stn_hgt|date_open|date_close|stn_auto|stn_num_env|date_web_frst|date_web_last|yearly_rain|
131801|2|MA'BAROT|מעברות|34.907200000000003|32.364100000000001|191470|696730|15|2006-09-01||0||2006-09|2022-06|0|
131850|2|HAOGEN|העוגן|34.923400000000001|32.362099999999998|193000|696500|20|1953-09-01|1978-12-01|0||1953-09|1978-11|0|
131900|2|QAQUN|קאקון|34.994900000000001|32.359400000000001|199730|696190|45|1945-09-01|1948-06-01|0||1945-09|1948-05|0|
131950|2|BIR ES SIKKA|ביר א-סכה|35.028199999999998|32.363100000000003|202860|696590|70|1954-03-01|1958-06-01|0||1954-03|1958-05|0|
132050|2|MISHMAR HASHARON|משמר השרון|34.902200000000001|32.354799999999997|191000|695700|25|1932-09-01|1968-12-01|0||1932-09|1968-11|0|
132100|2|BET HALEWI|בית הלוי|34.934100000000001|32.356699999999996|194000|695900|25|1949-09-01|1963-03-01|0||1949-09|1963-02|0|
132150|2|BAHAN|בחן|35.015900000000002|32.351500000000001|201700|695310|60|1955-09-01|1988-05-31|0||1955-09|1988-05|0|
132151|2|BAHAN|בחן|35.015900000000002|32.351500000000001|201700|695300|60|1989-08-01|2000-07-31|0||1989-09|2000-05|0|
132200|2|AVIHAYIL|אביחיל|34.8703|32.348399999999998|188000|695000|40|1951-09-01|1964-05-31|0||1951-09|1964-05|0|
132201|2|AVIHAYIL|אביחיל|34.870600000000003|32.348599999999998|188020|695020|40|1964-12-01|1969-05-31|0||1964-12|1969-05|0|
132249|2|MIDRESHET RUPPIN|מדרשת רופין|34.913899999999998|32.340400000000002|192100|694100|20|1966-10-01|1971-05-31|0||1966-10|1971-05|0|
132250|2|MIDRESHET RUPPIN|מדרשת רופין|34.913899999999998|32.340400000000002|192100|694100|25|1949-09-01|1998-11-30|0||1949-09|1998-11|0|
132251|2|EMEQ HEFER SCHOOL|עמק חפר - בית ספר|34.908499999999997|32.342599999999997|191590|694340|20|1958-09-01|1972-07-01|0||1958-09|1972-05|0|
132300|2|NETANYA|נתניה|34.853900000000003|32.341900000000003|186450|694280|25|1954-09-01|1969-06-01|0||1954-09|1969-05|0|
132301|2|NETANYA|נתניה|34.8645|32.338999999999999|187450|693950|35|1969-09-01|1978-06-01|0||1969-09|1978-05|0|
132302|2|NETANYA|נתניה|34.863199999999999|32.323500000000003|187320|692230|20|1969-10-01|2011-04-30|0||1969-10|2011-04|0|
132350|2|NATANYA MET STATION|נתניה תח מטאורולוגית|34.853400000000001|32.331299999999999|186400|693100|25|1933-09-01|1961-06-01|0||1933-09|1961-05|0|
132400|2|NETANYA MUNCIPALITY|נתניה עיריה|34.854500000000002|32.328699999999998|186500|692820|30|1939-06-01|1942-04-01|0||1939-06|1942-03|0|
132430|2|BE'EROTAYIM|בארותיים|34.976599999999998|32.323099999999997|198000|692160|30|2003-08-01||0||2003-09|2022-06|0|
132450|2|YAD HANNA MEUHAD|יד חנה מאוחד|35.008499999999998|32.325699999999998|201000|692450|55|1954-09-01|1968-06-01|0||1954-09|1968-05|0|
132470|2|BET YIZHAQ|בית יצחק|34.880200000000002|32.328899999999997|188920|692830|20|1960-10-01|2001-07-31|0||1960-10|2001-05|0|
132475|2|BET YIZHAQ|בית יצחק|34.881599999999999|32.329000000000001|189050|692840|15|2001-08-01||0||2001-09|2022-06|0|
132500|2|BURGATA|בורגתה|34.9602|32.3279|196450|692700|30|1956-09-01|1965-05-31|0||1956-09|1965-05|0|
132550|2|YAD HANNA|יד חנה|35.008499999999998|32.3262|201000|692500|55|1953-09-01|1965-05-31|0||1953-09|1965-05|0|
132551|2|YAD HANNA|יד חנה|35.007199999999997|32.325499999999998|200880|692420|55|1965-09-01||0||1965-09|2022-06|0|
132600|2|NORDIYYA|נורדייה|34.896500000000003|32.314300000000003|190450|691210|40|1955-09-01|1990-05-31|0||1955-09|1988-01|0|
132601|2|NORDIYYA|נורדייה|34.8964|32.314300000000003|190440|691210|40|1992-08-01|1998-07-31|0||1992-09|1998-05|0|
132650|2|KEFAR YONA|כפר יונה|34.928899999999999|32.319699999999997|193500|691800|60|1939-12-01|1970-06-01|0||1939-12|1970-05|0|
132660|2|NETANYA DORA|נתניה דורה|34.858899999999998|32.296999999999997|186900|689300|25|1962-09-01|1968-06-01|0||1962-09|1968-05|0|
132670|2|GE'ULIM|גאולים|34.944899999999997|32.295400000000001|195000|689100|60|1961-09-01|1962-06-01|0||1961-09|1962-05|0|
132700|2|ILANOT|אילנות|34.900799999999997|32.2928|190850|688820|40|1949-09-01|1985-10-31|0||1949-09|1985-10|0|
132750|2|KADIMA - RASKO PLANTATIONS|קדימה - מטעי רסקו|34.8977|32.2849|190550|687950|50|1955-09-01|1969-05-31|0||1955-09|1969-05|0|
132850|2|TEL ZUR|תל צור|34.893999999999998|32.2746|190200|686800|45|1939-01-01|1974-06-01|0||1939-01|1974-05|0|
132900|2|QADIMA|קדימה|34.912599999999998|32.281700000000001|191960|687590|50|1940-09-01|1945-06-01|0||1940-09|1945-05|0|
132905|2|QADIMA|קדימה|34.917999999999999|32.280299999999997|192470|687440|50|1983-10-01||0||1983-10|2022-06|0|
132950|2|QALANSAWE|קלנסווה|34.981299999999997|32.285600000000002|198430|688000|40|1951-09-01|1963-05-31|0||1951-09|1963-05|0|
133000|2|EVEN YEHUDA|אבן יהודה|34.8855|32.269100000000002|189400|686200|40|1936-09-01|1967-12-01|0||1936-09|1967-11|0|
133050|2|KEFAR YA'BEZ|כפר יעבץ|34.967300000000002|32.271099999999997|197110|686400|60|1948-09-01|1952-06-01|0||1948-09|1952-05|0|
133100|2|TAYIBE|טייבה|35.011800000000001|32.267600000000002|201300|686000|80|1945-01-01|1963-05-31|0||1945-01|1963-05|0|
133101|2|TAYIBE|טייבה|35.001300000000001|32.271500000000003|200400|686400|55|1963-09-01|1975-06-01|0||1963-09|1975-05|0|
133103|2|TAYIBE SCHOOL|טייבה בית ספר ה'|35.0139|32.2667|201500|685900|90|1970-10-01|1972-05-31|0||1970-10|1972-05|0|
133150|2|BET YEHOSHUA|בית יהושע|34.864899999999999|32.259300000000003|187460|685120|20|1943-09-01|1949-06-01|0||1943-09|1949-05|0|
133169|2|TEL MOND JAIL|תל מונד בית סהר|34.885599999999997|32.242100000000001|189400|683100|25|1973-10-01|1974-06-01|0||1973-10|1974-05|0|
133170|2|TEL MOND JAIL|תל מונד בית סהר|34.885599999999997|32.242100000000001|189400|683100|25|1963-09-01|1972-01-01|0||1963-09|1971-12|0|
133200|2|BENE DEROR|בני דרור|34.8994|32.261699999999998|190720|685390|35|1948-09-01||0||1948-09|2022-06|0|
133250|2|EN WERED|עין ורד|34.9343|32.265599999999999|194000|685800|60|1959-09-01|1983-06-01|0||1959-09|1983-05|0|
133252|2|EN WERED|עין ורד|34.931100000000001|32.269199999999998|193700|686200|60|1979-08-01|1985-12-31|0||1979-09|1985-12|0|
133260|2|WINGATE INSTITUE|מכון וינגייט|34.833199999999998|32.259999999999998|184470|685200|30|1996-08-01||0||1996-09|2022-06|0|
133299|2|YAQUM|יקום|34.842100000000002|32.249200000000002|185300|684000|20|1985-10-01|1998-07-31|0||1985-10|1998-05|0|
133300|2|YAQUM|יקום|34.842100000000002|32.249200000000002|185300|684000|20|1959-09-01|1978-09-30|0||1959-09|1978-09|0|
133301|2|YAQUM|יקום|34.842100000000002|32.249200000000002|185300|684000|20|1978-10-01|1985-05-31|0||1978-10|1985-05|0|
133302|2|YAQUM|יקום|34.845500000000001|32.247199999999999|185620|683780|10|1998-08-01||0||1998-09|2022-06|0|
133350|2|NEWE HADASSA|נוה הדסה|34.875|32.249299999999998|188400|684000|30|1950-09-01|1953-06-01|0||1950-09|1953-05|0|
133399|2|TEL YIZHAQ|תל יצחק|34.869399999999999|32.252200000000002|187880|684330|35|1973-10-01||0||1973-10|2022-06|0|
133400|2|TEL YIZHAQ|תל יצחק|34.869599999999998|32.252000000000002|187900|684300|25|1939-11-01|1973-07-01|0||1939-11|1973-05|0|
133450|2|TEL MOND|תל מונד|34.917400000000001|32.253|192400|684400|70|1930-10-01|1949-06-01|0||1930-10|1949-05|0|
133500|2|KEFAR HESS|כפר הס|34.931699999999999|32.249699999999997|193750|684040|70|1953-09-01||0||1953-09|2022-06|0|
133530|2|ZUR NATAN|צור נתן|35.014000000000003|32.240499999999997|201500|683000|180|1966-09-01|1989-07-31|0||1966-09|1989-05|0|
133540|2|SAL'IT|סלעית|35.048999999999999|32.242400000000004|204800|683200|270|2005-08-01||0||2005-09|2022-06|0|
133550|2|HERUT|חירות|34.918500000000002|32.238599999999998|192500|682800|70|1936-09-01|1991-07-31|0||1936-09|1991-05|0|
133551|2|HERUT|חירות|34.913200000000003|32.239400000000003|192000|682900|70|1991-08-01|2013-02-28|0||1991-09|2013-02|0|
133570|2|TIRE|טירה|34.949300000000001|32.232799999999997|195400|682150|80|1962-09-01|1966-11-01|0||1962-09|1966-10|0|
133600|2|TIRE|טירה|34.949300000000001|32.232799999999997|195400|682150|80|1952-09-01|1954-06-01|0||1952-09|1954-05|0|
133649|2|GA'ASH|געש|34.821599999999997|32.227699999999999|183360|681620|30|1997-08-01||0||1997-09|2022-06|0|
133650|2|GA'ASH|געש|34.824300000000001|32.227499999999999|183620|681600|25|1950-09-01|1978-06-01|0||1950-09|1978-05|0|
133651|2|GA'ASH|געש|34.824100000000001|32.227499999999999|183600|681600|25|1978-09-01|1997-07-31|0||1978-09|1997-05|0|
133700|2|GA'ASH - GAN LITWINSKY|געש - גן ליטוינסקי|34.824100000000001|32.222999999999999|183600|681100|30|1937-09-01|1965-01-01|0||1937-09|1964-12|0|
133740|2|SHEFAYIM - WEST|שפיים - מערב|34.823099999999997|32.217599999999997|183500|680500|45|1965-10-01|1996-10-31|0||1965-10|1996-10|0|
133741|2|SHEFAYIM - WEST|שפיים - מערב|34.823099999999997|32.217599999999997|183500|680500|45|1996-08-01|2000-07-31|0||1996-09|2000-05|0|
133742|2|SHEFAYIM - WEST|שפיים  מערב|34.821800000000003|32.219700000000003|183370|680730|40|2000-08-01||0||2000-09|2022-06|0|
133750|2|SHEFAYIM|שפיים|34.825200000000002|32.218499999999999|183700|680600|45|1948-09-01|1973-06-01|0||1948-09|1973-05|0|
133751|2|SHEFAYIM|שפיים|34.826300000000003|32.217599999999997|183800|680500|45|1971-10-01|1980-05-31|0||1971-10|1980-05|0|
133752|2|SHEFAYIM|שפיים|34.826300000000003|32.217599999999997|183800|680500|45|1980-10-01|1987-07-31|0||1980-10|1987-05|0|
133753|2|SHEFAYIM|שפיים|34.826300000000003|32.218499999999999|183800|680600|40|1987-09-01|1988-10-31|0||1987-09|1988-10|0|
133754|2|SHEFAYIM|שפיים|34.827199999999998|32.219099999999997|183890|680670|45|1996-08-01||0||1996-09|2022-06|0|
133770|2|BAZRA|בצרה|34.876100000000001|32.217700000000001|188500|680500|25|1987-09-01|1997-07-31|0||1987-09|1997-05|0|
133775|2|TEL MOND YAKHIN|תל מונד יכין|34.8917|32.213000000000001|189970|679970|30|1972-09-01|1996-11-30|0||1972-09|1996-11|0|
133779|2|RAMAT HAKOVESH|רמת הכובש|34.9377|32.216999999999999|194300|680400|70|1970-09-01|2004-10-31|0||1970-09|2004-10|0|
133780|2|RAMAT HAKOVESH|רמת הכובש|34.935600000000001|32.217799999999997|194110|680500|70|1939-09-01|1970-06-01|0||1939-09|1970-05|0|
133781|2|RAMAT HAKOVESH|רמת הכובש|34.934600000000003|32.218200000000003|194020|680540|55|2004-11-01|2017-07-31|0||2004-11|2017-07|0|
133782|2|RAMAT HAKOVESH|רמת הכובש|34.934399999999997|32.215499999999999|194000|680240|60|2017-08-01||0||2017-08|2022-06|0|
133800|2|GAN HAYYIM GROVE|גן חיים פרדס|34.892899999999997|32.207799999999999|190080|679400|35|1932-09-01|2000-07-31|0||1932-09|2000-05|0|
133850|2|EYAL|אייל|34.979700000000001|32.212400000000002|198260|679880|75|1951-09-01||0||1951-09|2022-06|0|
133870|2|SEDE WARBURG|שדה ורבורג|34.908000000000001|32.204300000000003|191500|679000|50|1965-10-01|1999-07-31|0||1965-10|1999-05|0|
133871|2|SEDE WARBURG|שדה ורבורג|34.905099999999997|32.208599999999997|191240|679480|45|1999-08-01||0||1999-09|2022-06|0|
133900|2|RISHPON|רשפון|34.8232|32.198599999999999|183500|678400|20|1939-09-01|1998-12-31|0||1939-09|1998-12|0|
133950|2|KALMANIYYA|קלמניה|34.918500000000002|32.201099999999997|192490|678650|70|1929-09-01|1945-06-01|0||1929-09|1945-05|0|
133970|2|BET BERL|בית ברל|34.9251|32.201500000000003|193120|678700|75|1960-10-01|2012-05-31|0||1960-10|2012-05|0|
134000|2|NIR ELIYYAHU|ניר אליהו|34.950400000000002|32.197600000000001|195500|678250|60|1951-09-01|1976-06-01|0||1951-09|1976-05|0|
134001|2|NIR ELIYYAHU|ניר אליהו|34.945700000000002|32.196199999999997|195060|678100|65|1976-09-01||0||1976-09|2022-06|0|
134040|2|KEFAR SAVA - BEN ZVI SCH.|כפר סבא -  בי"ס בן צבי|34.8964|32.177199999999999|190400|676000|65|1964-10-01|1968-12-01|0||1964-10|1968-11|0|
134060|2|HERZLIYYA NOF YAM|הרצליה - נוף ים|34.814700000000002|32.187800000000003|182700|677200|25|1973-09-01|1993-07-31|0||1973-09|1993-05|0|
134100|2|KEFAR SHEMARYAHU|כפר שמריהו|34.8185|32.180300000000003|183070|676380|30|1945-09-01|2018-06-30|0||1945-09|2018-06|0|
134101|2|KEFAR SHEMARYAHU|כפר שמריהו|34.823500000000003|32.181800000000003|183360|676460|30|2020-09-01||0||2020-09|2022-06|0|
134110|2|HERZLIYA BET|הרצליה ב'|34.816200000000002|32.171100000000003|182840|675350|45|2018-08-01||0||2018-08|2022-06|0|
134130|2|RA'ANNANA EAST|רעננה מזרח|34.8857|32.177900000000001|189390|676080|55|1965-10-01|2005-12-31|0||1965-10|2005-12|0|
134150|2|RA'ANNANA WEST|רעננה מערב|34.854999999999997|32.185200000000002|186500|676900|55|1950-09-01|1985-05-31|0||1950-09|1985-05|0|
134200|2|KEFAR SAVA MISRAHI SCHOOL|כפר סבא -  בי"ס מזרחי|34.912300000000002|32.178100000000001|191900|676100|45|1949-09-01|1954-06-01|0||1949-09|1954-05|0|
134250|2|KEFAR SAVA SCHOOL|כפר סבא -  בי"ס ביאליק|34.9084|32.171500000000002|191530|675370|55|1932-09-01|1952-06-01|0||1932-09|1952-05|0|
134255|2|KEFAR SAVA|כפר סבא|34.906999999999996|32.170400000000001|191400|675250|55|1999-06-01|2001-10-31|0||1999-09|2001-10|0|
134265|2|RA'ANNANA EAST|רעננה מזרח|34.885300000000001|32.1768|189350|675960|60|2007-08-01|2018-06-30|0||2007-09|2018-06|0|
134300|2|GELIL YAM|גליל ים|34.831800000000001|32.166200000000003|184300|674800|50|1948-09-01|1969-06-01|0||1948-09|1969-05|0|
134350|2|HERZLIYYA WEIZMAN SCHOOL|הרצלייה בי"ס וייצמן|34.835999999999999|32.164400000000001|184700|674600|60|1952-09-01|1974-04-01|0||1952-09|1974-03|0|
134351|2|HERZLIYYA SCHOOL|הרצלייה בי"ס|34.835999999999999|32.164400000000001|184700|674600|60|1928-09-01|1950-06-01|0||1928-09|1950-05|0|
134400|2|RAMOT HASHAVIM|רמות השבים|34.876300000000001|32.163600000000002|188500|674500|60|1959-12-01|2007-12-31|0||1959-12|2007-12|0|
134500|2|KEFAR MALAL|כפר מל"ל|34.894300000000001|32.165500000000002|190200|674700|70|1934-09-01|1963-06-01|0||1934-09|1963-05|0|
134550|2|MAGDIEL|הוד השרון מגדיאל|34.903100000000002|32.160299999999999|191020|674130|55|1929-09-01|1958-06-01|0||1929-09|1958-05|0|
134570|2|SEDE HEMED|שדי חמד|34.944200000000002|32.159300000000002|194900|674000|40|1963-10-01|1965-05-31|0||1963-10|1965-05|0|
134575|2|HERZLIYYA RAZIEL SCH|הרצלייה בי"ס דוד רזיאל|34.848799999999997|32.156300000000002|185900|673700|75|1967-02-01|1973-06-01|0||1967-02|1973-05|0|
134580|2|HOD HA SHARON|הוד השרון רמתיים|34.901699999999998|32.153399999999998|190890|673360|40|1948-09-01|1969-05-31|0||1948-09|1969-05|0|
134600|2|HADAR|הוד השרון הדר|34.885100000000001|32.152099999999997|189320|673220|40|1932-09-01|1954-06-01|0||1932-09|1954-05|0|
134650|2|JALJULYA|ג'לג'וליה|34.9495|32.154800000000002|195400|673500|40|1952-09-01|1958-06-01|0||1952-09|1958-05|0|
134651|2|JALJULYA|ג'לג'וליה|34.953699999999998|32.1539|195800|673400|40|1970-10-01|1975-06-01|0||1970-10|1975-05|0|
134700|2|RAMAT HASHARON|רמת השרון|34.839300000000001|32.1509|185000|673100|60|1933-09-01|1984-07-31|0||1933-09|1984-05|0|
134730|2|ADANIM|עדנים|34.896000000000001|32.139499999999998|190350|671820|25|1969-10-01|1970-06-01|0||1969-10|1970-05|0|
134731|2|ADANIM|עדנים|34.902500000000003|32.143000000000001|190960|672210|25|1970-09-01||0||1970-09|2022-06|0|
134750|2|RAMAT HASHARON SCHOOL|רמת השרון בי"ס|34.843499999999999|32.145499999999998|185400|672500|80|1945-09-01|1960-02-01|0||1945-09|1960-01|0|
134770|2|HAKEFAR HAYAROK|הכפר הירוק|34.828699999999998|32.134599999999999|184000|671300|55|1961-09-01|1976-02-01|0||1961-09|1976-01|0|
134771|2|HAKEFAR HAYAROK MAN|הכפר הירוק ידני|34.831099999999999|32.134700000000002|184230|671310|53|2021-09-01||0||2021-08|2022-06|0|
134800|2|HORESHIM|חורשים|34.970700000000001|32.136800000000001|197400|671510|85|1955-09-01|1972-11-01|0||1955-09|1972-10|0|
134801|2|HORESHIM|חורשים|34.970599999999997|32.136800000000001|197390|671510|90|1974-10-01|1975-05-31|0||1974-10|1975-05|0|
134802|2|HORESHIM|חורשים|34.970700000000001|32.136899999999997|197400|671520|90|1975-10-01|1996-07-31|0||1975-10|1996-05|0|
134803|2|HORESHIM|חורשים|34.970700000000001|32.136800000000001|197400|671510|90|1996-08-01|1999-07-31|0||1996-09|1999-05|0|
134804|2|HORESHIM|חורשים|34.972099999999998|32.134999999999998|197530|671320|100|1999-08-01||0||1999-09|2022-06|0|
134830|2|SHA'ARE TIQWA|שערי תקווה|35.025399999999998|32.125700000000002|202570|670270|195|2008-10-01|2011-06-30|1||2008-10|2011-06|0|
134840|2|HAKEFAR HAYAROK|הכפר הירוק|34.8324|32.130000000000003|184350|670790|65|2001-11-01||1||2002-09|2022-06|0|
134850|2|TEL AVIV - QIRYAT SHAUL|תל אביב - קריית שאול|34.826099999999997|32.126899999999999|183750|670450|40|1944-09-01|2016-07-31|0||1944-09|2016-07|0|
134870|2|TEL AVIV - ZAHALA|תל אביב - צהלה|34.836199999999998|32.122900000000001|184700|670000|45|1960-10-01|1968-06-01|0||1960-10|1968-05|0|
134880|2|RAMAT HASHARON - NEWE MAGEN|רמת השרון - נוה מגן|34.847299999999997|32.135100000000001|185750|671350|50|1962-09-01|1968-06-01|0||1962-09|1968-05|0|
134900|2|KAFAR QASEM|כפר קאסם|34.976399999999998|32.1143|197930|669010|135|1945-01-01|1963-10-01|0||1945-01|1963-09|0|
134940|2|TEL AVIV SEDE DOV|תל אביב -שדה דב|34.784199999999998|32.107300000000002|179800|668300|4|1970-09-01|1994-06-30|0||1970-09|1994-05|0|
134945|2|TEL AVIV SEDE DOV|תל אביב -שדה דב|34.784199999999998|32.107300000000002|179800|668300|4|1994-09-01|2004-12-31|0||1994-09|2004-12|0|
134950|2|TEL AVIV READING|תל אביב רדינג|34.7791|32.104700000000001|179300|668000|5|1939-09-01|1972-05-31|0||1939-09|1972-05|0|
135000|2|ROSH HAAYIN PUMP. STATION|ראש העין תחנת שאיבה|34.932200000000002|32.106299999999997|193750|668130|25|1938-12-01|1952-06-01|0||1938-12|1952-05|0|
135010|2|YARQON GAN LEUMI|ירקון גן לאומי|34.933500000000002|32.104300000000002|193890|667920|27|2000-12-01||0||2000-12|2022-06|0|
135050|2|TEL AVIV PORT|תל אביב נמל|34.773899999999998|32.0976|178810|667210|5|1951-09-01|1966-05-31|0||1951-09|1966-05|0|
135100|2|PETAH TIQWA - KEFAR AVRAHAM|פתח תקווה- כפר אברהם|34.900100000000002|32.095799999999997|190720|666970|30|1939-12-01|1950-06-01|0||1939-12|1950-05|0|
135150|2|GIV'AT HASHELOSHA|גבעת השלושה|34.912399999999998|32.094099999999997|191880|666780|30|1933-09-01|1956-04-01|0||1933-09|1956-04|0|
135160|2|ROSH HAAYIN MEKOROT|ראש העין - מקורות|34.927100000000003|32.101999999999997|193270|667660|30|1989-10-01||0||1989-10|2022-06|0|
135200|2|BENE BERAQ|בני ברק|34.828899999999997|32.087299999999999|184000|666050|30|1943-09-01|1944-06-01|0||1943-09|1944-05|0|
135250|2|PETAH TIQWA OLD PICA SCH.|פתח תקווה בית ספר פיקא (ישן)|34.881900000000002|32.086100000000002|189000|665900|50|1921-09-01|1955-06-01|0||1921-09|1955-05|0|
135251|2|PETAH TIQWA PICA SCH.|פתח תקווה  בי"ס פיקא|34.879800000000003|32.087400000000002|188800|666050|50|1955-09-01|1976-06-01|0||1955-09|1976-05|0|
135252|2|PETAH TIQWA HESS SCH.|פתח תקוה בי"ס הס|34.886200000000002|32.0807|189400|665300|50|1962-09-01|1973-11-01|0||1962-09|1973-10|0|
135260|2|PETAH TIQWA PICA STREET|פתח תקוה רחוב פיקא|34.879800000000003|32.087400000000002|188800|666050|45|1956-12-01|1967-04-01|0||1956-12|1967-03|0|
135270|2|TEL AVIV MUNICIPALITY|תל אביב עיריה|34.780200000000001|32.0822|179400|665500|10|1994-09-01|2002-10-31|0||1994-09|2002-10|0|
135300|2|TEL AVIV NORTH|תל אביב צפון|34.770699999999998|32.082099999999997|178500|665500|10|1933-09-01|1951-05-31|0||1933-09|1951-05|0|
135350|2|RAMAT GAN YAHALOM SCH.|רמת גן בי"ס יהלום|34.819400000000002|32.083599999999997|183100|665650|40|1937-10-01|1948-05-31|0||1937-10|1948-05|0|
135400|2|RAMAT GAN ORA SCHOOL|רמת גן בי"ס אורה|34.816299999999998|32.080500000000001|182800|665300|40|1957-12-01|1959-06-01|0||1957-12|1959-05|0|
135450|2|PETAH TIQWA NEWE OZ|פתח תקוה נוה עוז|34.866|32.079300000000003|187500|665150|50|1955-12-01|1962-06-01|0||1955-12|1962-05|0|
135451|2|PETAH TIQWA NEWE OZ|פתח תקוה נוה עוז|34.865900000000003|32.079300000000003|187490|665150|50|1962-09-01|1974-11-01|0||1962-09|1974-10|0|
135452|2|PETAH TIQWA NEWE OZ|פתח תקוה נוה עוז|34.865400000000001|32.079700000000003|187440|665200|50|1965-10-01|2010-07-31|0||1965-10|2010-05|0|
135496|2|ENAT|עינת|34.937199999999997|32.0824|194220|665480|50|1999-08-01||0||1999-09|2022-06|0|
135497|2|ENAT|עינת|34.939100000000003|32.082599999999999|194400|665500|50|1997-08-01|1999-07-31|0||1997-09|1999-05|0|
135498|2|ENAT|עינת|34.939100000000003|32.082599999999999|194400|665500|50|1988-09-01|1997-07-31|0||1988-09|1997-05|0|
135499|2|ENAT|עינת|34.939100000000003|32.082599999999999|194400|665500|50|1975-09-01|1988-05-31|0||1975-09|1988-05|0|
135500|2|ENAT|עינת|34.939100000000003|32.082599999999999|194400|665500|50|1952-09-01|1972-05-31|0||1952-09|1972-05|0|
135550|2|TEL AVIV OLD MUNICIPALITY|תל אביב בית העיריה הישן|34.771000000000001|32.073500000000003|178520|664540|15|1944-09-01|1945-06-01|0||1944-09|1945-05|0|
135600|2|TEL AVIV  HAQIRYA (SARONA)|תל אביב- הקריה (שרונה)|34.787700000000001|32.0732|180100|664500|25|1879-10-01|1960-05-31|0||1879-10|1960-05|0|
135650|2|RAMAT GAN|רמת גן|34.821599999999997|32.073300000000003|183300|664500|50|1956-01-01|1964-06-01|0||1956-01|1964-05|0|
135700|2|KEFAR SIRKIN|כפר סירקין|34.925400000000003|32.078000000000003|193100|665000|35|1951-09-01|1955-02-01|0||1951-09|1955-01|0|
135750|2|TEL AVIV HERZLIYYA GYM.|תל אביב גימנסיה הרצליה|34.7697|32.064100000000003|178400|663500|20|1943-09-01|1951-06-01|0||1943-09|1951-05|0|
135800|2|TEL AVIV NAHMANI ST.|תל אביב רח נחמני|34.774999999999999|32.065899999999999|178900|663700|20|1911-09-01|1950-02-01|0||1911-09|1950-02|0|
135850|2|TEL AVIV YAD ELIYAHU|תל אביב  יד אליהו|34.792000000000002|32.059600000000003|180500|663000|20|1956-09-01|1958-06-01|0||1956-09|1958-05|0|
135900|2|GIV'ATAYIM|גבעתיים|34.808900000000001|32.066899999999997|182100|663800|50|1954-02-01|1965-05-31|0||1954-02|1965-05|0|
135949|2|NEHALIM|נחלים|34.913200000000003|32.051600000000001|191960|662080|50|1995-09-01||0||1995-09|2022-06|0|
135950|2|NEHALIM|נחלים|34.911999999999999|32.057099999999998|191830|662680|50|1953-09-01|1995-07-31|0||1953-09|1995-05|0|
136000|2|NAHSHONIM FIELDS|נחשונים - שדות|34.940199999999997|32.064599999999999|194500|663500|50|1950-09-01|1955-06-01|0||1950-09|1955-05|0|
136050|2|NAHSHONIM|נחשונים|34.948099999999997|32.0593|195240|662920|90|1950-09-01|1994-07-31|0||1950-09|1994-05|0|
136051|2|NAHSHONIM|נחשונים|34.951000000000001|32.060200000000002|195520|663020|100|1994-08-01||0||1994-09|2022-06|0|
136070|2|MA'AS|מעש|34.881799999999998|32.064999999999998|188980|663570|65|1996-08-01|2003-07-31|0||1996-09|2003-05|0|
136072|2|MA'AS|מעש|34.892299999999999|32.061500000000002|189970|663170|60|2003-08-01||0||2003-09|2022-06|0|
136100|2|QIRYAT ONO|קריית אונו|34.8566|32.065300000000001|186600|663600|75|1952-09-01|2005-05-31|0||1952-09|2005-05|0|
136200|2|QIRYAT ONO SCHOOL|קריית אונו בי"ס|34.854999999999997|32.0625|186450|663300|75|1952-09-01|1953-06-01|0||1952-09|1953-05|0|
136250|2|RAMAT GAN - TEL LITWINSKY|רמת גן - תל ליטוינסקי|34.849200000000003|32.052599999999998|185900|662200|60|1942-01-01|1952-06-01|0||1942-01|1952-05|0|
136300|2|SAVYON|סביון|34.8735|32.053600000000003|188200|662300|70|1958-09-01|1980-01-01|0||1958-09|1979-12|0|
136320|2|TEL AVIV COAST|תל-אביב חוף|34.758800000000001|32.058|177380|662840|10|2005-03-01||1||2005-03|2022-06|0|
136329|2|YAFO PORT|יפו נמל|34.751199999999997|32.055|176650|662500|5|1978-09-01|2001-05-31|0||1978-09|2001-05|0|
136330|2|YAFO PORT|יפו נמל|34.751100000000001|32.054900000000004|176640|662490|5|1966-09-01|1978-07-01|0||1966-09|1978-05|0|
136350|2|YAFO MUNICIPALITY|יפו עיריה|34.756500000000003|32.055|177150|662500|10|1926-09-01|1953-02-01|0||1926-09|1953-01|0|
136400|2|YAFO ST. LOUIS HOSPITAL|יפו בי"ח סנט לואי|34.753399999999999|32.052799999999998|176850|662250|20|1907-09-01|1914-06-01|0||1907-09|1914-05|0|
136450|2|YAFO|יפו|34.752800000000001|32.0505|176800|662000|20|1902-09-01|1913-06-01|0||1902-09|1913-05|0|
136500|2|HAWAT SHALEM|חוות שלם|34.817599999999999|32.042700000000004|182910|661110|25|1949-09-01|2014-05-01|0||1949-09|2014-05|0|
136501|2|PARK ARIEL SHARON|פארק אריאל שרון|34.817599999999999|32.042700000000004|182910|661110|25|2014-08-01|2015-03-31|0||2014-08|2015-03|0|
136550|2|MAZOR|מזור|34.9223|32.049199999999999|192800|661800|50|1951-09-01|1963-06-01|0||1951-09|1963-05|0|
