Response ID,"Set Number:מבין החלופות הבאות לשעונים חכמים, איזה שעון היית קונה?","Card Number:מבין החלופות הבאות לשעונים חכמים, איזה שעון היית קונה?","זמן סוללה:מבין החלופות הבאות לשעונים חכמים, איזה שעון היית קונה?","GPS:מבין החלופות הבאות לשעונים חכמים, איזה שעון היית קונה?","eSim:מבין החלופות הבאות לשעונים חכמים, איזה שעון היית קונה?","עמידות:מבין החלופות הבאות לשעונים חכמים, איזה שעון היית קונה?","Score:מבין החלופות הבאות לשעונים חכמים, איזה שעון היית קונה?"
18,1,2,24 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
18,1,3,7 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
18,2,1,48 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
18,2,2,48 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
18,2,3,24 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
18,3,1,14 ימים,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
18,3,2,14 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
18,3,3,24 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
18,4,1,48 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
18,4,2,48 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
18,4,3,7 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
19,1,1,24 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
19,1,2,48 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
19,1,3,14 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
19,2,1,7 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
19,2,2,48 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
19,2,3,7 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
19,3,1,24 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
19,3,2,14 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
19,3,3,24 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
19,4,1,7 ימים,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
19,4,2,14 ימים,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
19,4,3,48 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
20,1,1,24 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
20,1,2,14 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
20,1,3,7 ימים,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
20,2,1,7 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
20,2,2,14 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
20,2,3,48 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
20,3,1,48 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
20,3,2,24 שעות,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
20,3,3,7 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
20,4,1,24 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
20,4,2,48 שעות,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
20,4,3,48 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
22,1,1,24 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
22,1,2,48 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
22,1,3,14 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
22,2,1,7 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
22,2,2,48 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
22,2,3,7 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
22,3,1,24 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
22,3,2,14 ימים,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
22,3,3,7 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
22,4,1,14 ימים,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
22,4,2,24 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
22,4,3,48 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
23,1,1,7 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
23,1,2,48 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
23,1,3,24 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
23,2,1,14 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
23,2,2,14 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
23,2,3,24 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
23,3,1,7 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
23,3,2,48 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
23,3,3,14 ימים,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
23,4,1,48 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
23,4,2,7 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
23,4,3,24 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
24,1,1,48 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
24,1,2,7 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
24,1,3,24 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
24,2,1,24 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
24,2,2,14 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
24,2,3,7 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
24,3,1,48 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
24,3,2,14 ימים,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
24,3,3,7 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
24,4,1,14 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
24,4,2,24 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
24,4,3,48 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
25,1,1,24 שעות,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
25,1,2,7 ימים,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
25,1,3,48 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
25,2,1,48 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
25,2,2,14 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
25,2,3,7 ימים,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
25,3,1,14 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
25,3,2,24 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
25,3,3,48 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
25,4,1,7 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
25,4,2,24 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
25,4,3,14 ימים,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
27,1,1,7 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
27,1,2,24 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
27,1,3,48 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
27,2,1,48 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
27,2,2,14 ימים,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
27,2,3,24 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
27,3,1,14 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
27,3,2,14 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
27,3,3,24 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
27,4,1,48 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
27,4,2,48 שעות,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
27,4,3,24 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
28,1,1,48 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
28,1,2,24 שעות,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
28,1,3,7 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
28,2,1,7 ימים,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
28,2,2,14 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
28,2,3,24 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
28,3,1,14 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
28,3,2,14 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
28,3,3,48 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
28,4,1,48 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
28,4,2,7 ימים,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
28,4,3,24 שעות,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
29,1,1,7 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
29,1,2,24 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
29,1,3,14 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
29,2,1,14 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
29,2,2,24 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
29,2,3,48 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
29,3,1,7 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
29,3,2,7 ימים,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
29,3,3,24 שעות,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
29,4,1,48 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
29,4,2,14 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
29,4,3,48 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
30,1,1,7 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
30,1,2,24 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
30,1,3,14 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
30,2,1,48 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
30,2,2,48 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
30,2,3,24 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
30,3,1,14 ימים,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
30,3,2,14 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
30,3,3,7 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
30,4,1,7 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
30,4,2,48 שעות,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
30,4,3,24 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
31,1,1,24 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
31,1,2,48 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
31,1,3,14 ימים,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
31,2,1,14 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
31,2,2,7 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
31,2,3,48 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
31,3,1,7 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
31,3,2,24 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
31,3,3,7 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
31,4,1,24 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
31,4,2,14 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
31,4,3,48 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
32,1,1,14 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
32,1,2,24 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
32,1,3,48 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
32,2,1,48 שעות,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
32,2,2,7 ימים,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
32,2,3,24 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
32,3,1,7 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
32,3,2,14 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
32,3,3,24 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
32,4,1,7 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
32,4,2,48 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
32,4,3,48 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
33,1,1,7 ימים,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
33,1,2,24 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
33,1,3,48 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
33,2,1,14 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
33,2,2,14 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
33,2,3,7 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
33,3,1,24 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
33,3,2,48 שעות,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
33,3,3,14 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
33,4,1,24 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
33,4,2,48 שעות,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
33,4,3,7 ימים,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
34,1,1,48 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
34,1,2,14 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
34,1,3,7 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
34,2,1,24 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
34,2,2,14 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
34,2,3,24 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
34,3,1,48 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
34,3,2,7 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
34,3,3,14 ימים,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
34,4,1,7 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
34,4,2,48 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
34,4,3,48 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
35,1,1,48 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
35,1,2,24 שעות,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
35,1,3,7 ימים,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,100
35,2,1,7 ימים,ללא GPS,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
35,2,2,14 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
35,2,3,14 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
35,3,1,24 שעות,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
35,3,2,24 שעות,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
35,3,3,14 ימים,ללא GPS,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,100
35,4,1,48 שעות,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
35,4,2,48 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
35,4,3,48 שעות,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
36,1,1,7 ימים,עם GPS בדיוק בינוני,לא ניתן לבצע שיחות ללא טלפון,עמידות בתקן צבאי מחמיר לחול ומים עד 100 מטר,0
36,1,2,24 שעות,עם GPS בדיוק גבוה,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
36,1,3,14 ימים,עם GPS בדיוק גבוה,לא ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
36,2,1,14 ימים,עם GPS בדיוק בינוני,ניתן לבצע שיחות ללא טלפון,עמידות לחול ומים,0
