FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
817,"אנליסט גמל מניות בחו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202101,22/12/2002,כלל האוכלוסיה,מניות,"מניות חו""ל",2.29,0,14.83,17.12,166.56,0.52,0.01,1.3,1.3,40.93,84.34,12.12,13.01,12.02,7.2,1.05,98.1,160.45,158.28,122.96,511880460,23/02/2022 14:14
817,"אנליסט גמל מניות בחו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202102,22/12/2002,כלל האוכלוסיה,מניות,"מניות חו""ל",2.04,0,13.41,15.45,184.55,0.52,0.01,1.79,3.11,46.05,91.45,13.46,13.87,11.94,7.68,1.11,97.9,179.6,176.97,143.7,511880460,23/02/2022 14:14
817,"אנליסט גמל מניות בחו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202103,22/12/2002,כלל האוכלוסיה,מניות,"מניות חו""ל",0.8,0.28,16.45,16.97,208.87,0.52,0.01,3.84,7.07,54.58,93.67,15.62,14.13,11.98,7.32,1.17,98.1,204.31,210.13,165.43,511880460,23/02/2022 14:14
817,"אנליסט גמל מניות בחו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202104,22/12/2002,כלל האוכלוסיה,מניות,"מניות חו""ל",0.75,0,19.93,20.68,236.74,0.52,0.01,3.41,10.72,55.97,95.83,15.97,14.39,12.01,7.68,1.22,97.6,230.54,249.56,190.3,511880460,23/02/2022 14:14
817,"אנליסט גמל מניות בחו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202105,22/12/2002,כלל האוכלוסיה,מניות,"מניות חו""ל",2.37,0.73,12.17,13.81,249.87,0.52,0.01,-0.28,10.41,53.01,91.73,15.23,13.9,12.03,6.84,1.19,97.6,242.77,262.16,200.35,511880460,23/02/2022 14:14
817,"אנליסט גמל מניות בחו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202106,22/12/2002,כלל האוכלוסיה,מניות,"מניות חו""ל",1.44,0.23,7.7,8.91,266.86,0.52,0.01,3.21,13.96,55.25,101.14,15.79,15,11.99,7.32,1.27,98,259.42,294.05,215.04,511880460,23/02/2022 14:14
817,"אנליסט גמל מניות בחו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202107,22/12/2002,כלל האוכלוסיה,מניות,"מניות חו""ל",2.06,0.2,2.65,4.51,275.67,0.52,0.01,1.66,15.85,50.08,95.34,14.49,14.33,11.89,7.56,1.27,97.6,269.01,303.48,222.09,511880460,23/02/2022 14:14
817,"אנליסט גמל מניות בחו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202108,22/12/2002,כלל האוכלוסיה,מניות,"מניות חו""ל",2.4,0.16,5.77,8.01,287.11,0.52,0.01,1.26,17.31,49.86,98.32,14.44,14.68,11.88,7.32,1.3,97.3,280.17,314.61,231.11,511880460,23/02/2022 14:14
817,"אנליסט גמל מניות בחו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202109,22/12/2002,כלל האוכלוסיה,מניות,"מניות חו""ל",2.92,0.01,6.5,9.41,283.51,0.52,0.01,-4.41,12.14,43.45,91.41,12.78,13.87,12.1,6.12,1.13,97.3,276.03,319.9,227.11,511880460,23/02/2022 14:14
817,"אנליסט גמל מניות בחו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202110,22/12/2002,כלל האוכלוסיה,מניות,"מניות חו""ל",0.73,1.23,4.72,4.22,300.81,0.52,0.01,4.65,17.35,56.36,98.5,16.07,14.7,12.2,6.36,1.22,97.9,291.31,334.22,240.24,511880460,23/02/2022 14:14
817,"אנליסט גמל מניות בחו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202111,22/12/2002,כלל האוכלוסיה,מניות,"מניות חו""ל",5.45,0.42,2.47,7.5,307.32,0.52,0.01,-0.26,17.05,55.1,92.74,15.75,14.02,12.2,5.52,1.18,98.1,301.25,344.35,239.37,511880460,23/02/2022 14:14
817,"אנליסט גמל מניות בחו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202112,22/12/2002,כלל האוכלוסיה,מניות,"מניות חו""ל",2.08,0.02,-1.1,0.96,314.78,0.52,0.01,2.16,19.57,69.25,91.95,19.17,13.93,12.19,5.16,1.21,98,308.23,356.83,264.16,511880460,23/02/2022 14:14
818,"אנליסט גמל חו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202101,22/12/2002,כלל האוכלוסיה,"חו""ל","חו""ל",1.74,0.01,3.84,5.57,46.83,0.53,0,1.49,1.49,23.07,23.3,7.16,4.28,5.24,0.96,0.94,95.1,17.42,36.81,37.18,511880460,23/02/2022 14:14
818,"אנליסט גמל חו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202102,22/12/2002,כלל האוכלוסיה,"חו""ל","חו""ל",1.4,0.01,4.67,6.06,52.84,0.53,0,0.09,1.58,22.5,24.47,7,4.48,5.21,1.2,0.95,95.8,19.56,41.15,41.46,511880460,23/02/2022 14:14
818,"אנליסט גמל חו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202103,22/12/2002,כלל האוכלוסיה,"חו""ל","חו""ל",-0.83,0,0.73,-0.1,53.73,0.53,0,1.93,3.54,24.97,29.04,7.71,5.23,5.17,1.32,1.09,95.4,20.95,43.55,43.31,511880460,23/02/2022 14:14
818,"אנליסט גמל חו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202104,22/12/2002,כלל האוכלוסיה,"חו""ל","חו""ל",2.41,0,0.43,2.84,56.76,0.53,0,0.4,3.96,23.15,29.14,7.19,5.25,5.17,1.8,1.1,95.8,22.1,43.83,44.81,511880460,23/02/2022 14:14
818,"אנליסט גמל חו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202105,22/12/2002,כלל האוכלוסיה,"חו""ל","חו""ל",1.05,0,1.79,2.84,59.74,0.53,0,0.28,4.25,23.02,26.84,7.15,4.87,5.11,1.44,1.07,96,23.34,45.11,47.41,511880460,23/02/2022 14:14
818,"אנליסט גמל חו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202106,22/12/2002,כלל האוכלוסיה,"חו""ל","חו""ל",0.52,0,0.2,0.72,61.3,0.53,0,1.46,5.77,22.19,28.2,6.91,5.09,5.13,1.68,1.14,96.3,24.55,47.86,49.74,511880460,23/02/2022 14:14
818,"אנליסט גמל חו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202107,22/12/2002,כלל האוכלוסיה,"חו""ל","חו""ל",0.98,0.19,-0.38,0.41,62.22,0.53,0,0.87,6.69,20.86,28.18,6.52,5.09,5.13,1.8,1.17,96.7,24.94,49.52,50.27,511880460,23/02/2022 14:14
818,"אנליסט גמל חו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202108,22/12/2002,כלל האוכלוסיה,"חו""ל","חו""ל",0.57,0,-2.48,-1.91,60.3,0.53,0,0.04,6.73,20.89,29.43,6.53,5.29,5.1,1.8,1.18,96.5,23.98,48.17,50.28,511880460,23/02/2022 14:14
818,"אנליסט גמל חו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202109,22/12/2002,כלל האוכלוסיה,"חו""ל","חו""ל",-0.49,0,1.75,1.26,60.51,0.53,0,-1.68,4.94,19.36,28.04,6.08,5.07,5.17,1.8,1.04,96.7,23.84,47.9,49.26,511880460,23/02/2022 14:14
818,"אנליסט גמל חו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202110,22/12/2002,כלל האוכלוסיה,"חו""ל","חו""ל",0.06,0,-2.23,-2.17,58.7,0.53,0,0.63,5.6,20.24,26.79,6.34,4.86,5.14,1.56,1.04,95.9,24.89,50.58,49.65,511880460,23/02/2022 14:14
818,"אנליסט גמל חו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202111,22/12/2002,כלל האוכלוסיה,"חו""ל","חו""ל",0.19,0,-1.94,-1.75,56.77,0.53,0,-0.27,5.31,19.86,27.71,6.22,5.01,5.11,1.56,1.04,95.8,24.73,50.35,49.5,511880460,23/02/2022 14:14
818,"אנליסט גמל חו""ל",תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202112,22/12/2002,כלל האוכלוסיה,"חו""ל","חו""ל",0.07,0.03,-0.69,-0.65,56.27,0.53,0,0.31,5.64,21.57,27.07,6.73,4.91,5.11,1.56,1.03,95.8,25.24,50.73,49.68,511880460,23/02/2022 14:14
820,הראל פרופיל אישי למעסיק,מרכזית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202101,29/01/2003,כלל האוכלוסיה,כללי,כללי,0,0.05,0,-0.05,43.03,0,,,,,,,,,,,94,8.25,5.19,3.21,512267592,23/02/2022 14:14
820,הראל פרופיל אישי למעסיק,מרכזית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202102,29/01/2003,כלל האוכלוסיה,כללי,כללי,0,0.23,0,-0.23,42.75,0,,,,,,,,,,,92.9,8.3,4.63,2.96,512267592,23/02/2022 14:14
820,הראל פרופיל אישי למעסיק,מרכזית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202103,29/01/2003,כלל האוכלוסיה,כללי,כללי,0,0.19,0.01,-0.18,43.18,0,,,,,,,,,,,92.8,8.52,4.85,3.03,512267592,23/02/2022 14:14
820,הראל פרופיל אישי למעסיק,מרכזית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202104,29/01/2003,כלל האוכלוסיה,כללי,כללי,0,0.07,0,-0.07,43.54,0,,,,,,,,,,,92.6,8.57,4.94,3.07,512267592,23/02/2022 14:14
820,הראל פרופיל אישי למעסיק,מרכזית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202105,29/01/2003,כלל האוכלוסיה,כללי,כללי,0,0.04,0,-0.04,43.89,0,,,,,,,,,,,92.8,8.66,5.07,3.01,512267592,23/02/2022 14:14
820,הראל פרופיל אישי למעסיק,מרכזית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202106,29/01/2003,כלל האוכלוסיה,כללי,כללי,0,0.4,0,-0.4,43.65,0,,,,,,,,,,,92.7,8.61,5.14,3.11,512267592,23/02/2022 14:14
820,הראל פרופיל אישי למעסיק,מרכזית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202107,29/01/2003,כלל האוכלוסיה,כללי,כללי,0,0.82,0,-0.82,43,0,,,,,,,,,,,92.8,8.37,5,2.96,512267592,23/02/2022 14:14
820,הראל פרופיל אישי למעסיק,מרכזית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202108,29/01/2003,כלל האוכלוסיה,כללי,כללי,0,0.42,0,-0.42,43.17,0,,,,,,,,,,,92.8,8.46,5.08,3.01,512267592,23/02/2022 14:14
820,הראל פרופיל אישי למעסיק,מרכזית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202109,29/01/2003,כלל האוכלוסיה,כללי,כללי,0,0.03,0,-0.03,43.11,0,,,,,,,,,,,92.8,8.36,4.92,2.9,512267592,23/02/2022 14:14
820,הראל פרופיל אישי למעסיק,מרכזית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202110,29/01/2003,כלל האוכלוסיה,כללי,כללי,0,0.08,0,-0.08,43.55,0,,,,,,,,,,,93,8.53,5.09,2.98,512267592,23/02/2022 14:14
820,הראל פרופיל אישי למעסיק,מרכזית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202111,29/01/2003,כלל האוכלוסיה,כללי,כללי,0,0.14,-0.05,-0.19,43.74,0,,,,,,,,,,,93,8.4,5.01,2.91,512267592,23/02/2022 14:14
820,הראל פרופיל אישי למעסיק,מרכזית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202112,29/01/2003,כלל האוכלוסיה,כללי,כללי,0,0.7,0,-0.7,43.35,0,,,,,,,,,,,93,8.49,5.01,2.88,512267592,23/02/2022 14:14
827,מבטחים מרכזית לפיצויים,מרכזית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202101,09/04/2003,כלל האוכלוסיה,כללי,כללי,0,0.76,-0.26,-1.02,126.75,0.72,,0.79,0.79,11.27,25.13,3.62,4.59,5.57,-0.12,0.73,88.8,34.61,37.54,15.63,512245812,23/02/2022 14:14
827,מבטחים מרכזית לפיצויים,מרכזית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202102,09/04/2003,כלל האוכלוסיה,כללי,כללי,0,0.27,0,-0.27,126.68,0.72,,0.21,1,12.39,25.56,3.97,4.66,5.56,0.12,0.73,89.3,35.58,38.58,16.21,512245812,23/02/2022 14:14
827,מבטחים מרכזית לפיצויים,מרכזית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202103,09/04/2003,כלל האוכלוסיה,כללי,כללי,0,0.54,0,-0.54,127.46,0.72,,1.1,2.11,13.86,26,4.42,4.73,5.57,0,0.77,89.5,34.32,32.61,15.2,512245812,23/02/2022 14:14
827,מבטחים מרכזית לפיצויים,מרכזית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202104,09/04/2003,כלל האוכלוסיה,כללי,כללי,0,1.07,-0.09,-1.16,128.12,0.72,,1.49,3.63,14.92,26.41,4.74,4.8,5.58,0.12,0.82,89.8,35.96,39.08,15.88,512245812,23/02/2022 14:14
827,מבטחים מרכזית לפיצויים,מרכזית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202105,09/04/2003,כלל האוכלוסיה,כללי,כללי,0.31,2.48,0,-2.17,126.95,0.72,,0.85,4.52,15.82,26.95,5.02,4.89,5.59,-0.12,0.86,89.6,36.33,38.56,17.66,512245812,23/02/2022 14:14
827,מבטחים מרכזית לפיצויים,מרכזית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202106,09/04/2003,כלל האוכלוסיה,כללי,כללי,0,4.58,0,-4.58,122.91,0.72,,0.49,5.03,16.65,27.56,5.27,4.99,5.58,0,0.87,89.4,34.97,31.29,17.53,512245812,23/02/2022 14:14
827,מבטחים מרכזית לפיצויים,מרכזית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202107,09/04/2003,כלל האוכלוסיה,כללי,כללי,0,2.78,-0.08,-2.86,120.59,0.72,,0.51,5.56,16.26,25.95,5.15,4.72,5.55,0,0.87,89.7,34.52,36.49,17.04,512245812,23/02/2022 14:14
827,מבטחים מרכזית לפיצויים,מרכזית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202108,09/04/2003,כלל האוכלוסיה,כללי,כללי,0,5.79,0,-5.79,116.08,0.72,,1.16,6.79,16.71,27.24,5.29,4.94,5.56,-0.24,0.92,89.6,33.48,36.53,18.13,512245812,23/02/2022 14:14
827,מבטחים מרכזית לפיצויים,מרכזית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202109,09/04/2003,כלל האוכלוסיה,כללי,כללי,0.83,1.66,-0.32,-1.15,114.2,0.72,,-0.59,6.16,15.97,27.32,5.06,4.95,5.55,-0.36,0.88,89.9,31.93,28.97,15.96,512245812,23/02/2022 14:14
827,מבטחים מרכזית לפיצויים,מרכזית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202110,09/04/2003,כלל האוכלוסיה,כללי,כללי,0,1.25,0,-1.25,114.7,0.72,,1.6,7.86,19.31,29.1,6.06,5.24,5.58,-0.48,0.96,89.7,32.69,35.53,17.22,512245812,23/02/2022 14:14
827,מבטחים מרכזית לפיצויים,מרכזית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202111,09/04/2003,כלל האוכלוסיה,כללי,כללי,0,4.2,0,-4.2,110.52,0.72,,0.07,7.93,19.32,28.96,6.06,5.22,5.58,-0.72,0.95,89.6,31.56,34.87,12.9,512245812,23/02/2022 14:14
827,מבטחים מרכזית לפיצויים,מרכזית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202112,09/04/2003,כלל האוכלוסיה,כללי,כללי,0,1.64,-0.07,-1.71,109.82,0.72,,0.98,8.99,22.61,29.21,7.03,5.26,5.58,-0.72,0.98,89.5,31.35,25.31,11.13,512245812,23/02/2022 14:14
828,מנורה מבטחים השתלמות מסלול כללי,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202101,09/04/2003,כלל האוכלוסיה,כללי,כללי,100.85,61.53,-79.47,-40.15,7521.21,0.61,,1.13,1.13,12.91,29.34,4.13,5.28,6.81,0,0.71,82.4,3062.31,3287.23,1764.7,512245812,23/02/2022 14:14
828,מנורה מבטחים השתלמות מסלול כללי,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202102,09/04/2003,כלל האוכלוסיה,כללי,כללי,114.78,78.95,-75.78,-39.95,7533.02,0.61,,0.74,1.88,14.86,31.2,4.73,5.58,6.79,0.48,0.75,82.6,3206.89,3469.97,1792.01,512245812,23/02/2022 14:14
828,מנורה מבטחים השתלמות מסלול כללי,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202103,09/04/2003,כלל האוכלוסיה,כללי,כללי,114.82,54.22,-68.13,-7.53,7649.99,0.61,,1.71,3.62,17.34,31.89,5.47,5.69,6.81,0.36,0.8,82.4,3299.57,2934.76,1802.98,512245812,23/02/2022 14:14
828,מנורה מבטחים השתלמות מסלול כללי,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202104,09/04/2003,כלל האוכלוסיה,כללי,כללי,118.1,54.37,-53.57,10.16,7807.06,0.61,,1.97,5.66,18.72,33,5.89,5.87,6.84,0.48,0.86,82.7,3418.67,3562.85,1833.48,512245812,23/02/2022 14:14
828,מנורה מבטחים השתלמות מסלול כללי,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202105,09/04/2003,כלל האוכלוסיה,כללי,כללי,118.77,54.77,-39.44,24.56,7918.44,0.61,,1.16,6.89,20.12,33.91,6.3,6.01,6.84,0.24,0.89,82.3,3466.79,3610,1888.48,512245812,23/02/2022 14:14
828,מנורה מבטחים השתלמות מסלול כללי,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202106,09/04/2003,כלל האוכלוסיה,כללי,כללי,114.63,63.15,-38.68,12.8,7989.36,0.61,,0.79,7.73,21.34,35.57,6.66,6.28,6.83,0.48,0.93,82,3488,3051.5,1757.23,512245812,23/02/2022 14:14
828,מנורה מבטחים השתלמות מסלול כללי,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202107,09/04/2003,כלל האוכלוסיה,כללי,כללי,139.66,56.41,-31.53,51.72,8075.59,0.61,,0.41,8.17,20.25,33.39,6.34,5.93,6.8,0.48,0.91,81.6,3512.38,3664.82,1825.46,512245812,23/02/2022 14:14
828,מנורה מבטחים השתלמות מסלול כללי,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202108,09/04/2003,כלל האוכלוסיה,כללי,כללי,120,52.88,-16.98,50.14,8231.29,0.61,,1.35,9.63,20.7,35.15,6.47,6.21,6.8,0.24,0.96,81.4,3613.09,3728.65,1904.01,512245812,23/02/2022 14:14
828,מנורה מבטחים השתלמות מסלול כללי,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202109,09/04/2003,כלל האוכלוסיה,כללי,כללי,139.28,37.19,-19.77,82.32,8265.52,0.61,,-0.53,9.05,20.11,35.19,6.3,6.22,6.8,0.12,0.93,81.3,3594.03,3035.69,1790.01,512245812,23/02/2022 14:14
828,מנורה מבטחים השתלמות מסלול כללי,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202110,09/04/2003,כלל האוכלוסיה,כללי,כללי,105.33,56.92,-20.99,27.42,8471.84,0.61,,2.21,11.46,24.91,38.09,7.7,6.67,6.84,0.12,1.02,80.9,3790.46,3834.13,1918.11,512245812,23/02/2022 14:14
828,מנורה מבטחים השתלמות מסלול כללי,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202111,09/04/2003,כלל האוכלוסיה,כללי,כללי,127.78,59.82,-22.28,45.68,8523.49,0.61,,0.13,11.61,24.48,37.41,7.57,6.56,6.84,-0.12,1.01,80.5,3780.17,3786.43,1760.35,512245812,23/02/2022 14:14
828,מנורה מבטחים השתלמות מסלול כללי,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202112,09/04/2003,כלל האוכלוסיה,כללי,כללי,182.88,55.73,-24.17,102.98,8785.32,0.61,,1.9,13.73,30.3,38.56,9.22,6.74,6.87,0,1.07,79.9,3971.99,2968.66,1618.12,512245812,23/02/2022 14:14
835,פסגות גדיש אגח צמוד מדד,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",202101,30/06/2003,כלל האוכלוסיה,"אג""ח","אג""ח צמוד מדד",0.45,1.92,-1.98,-3.45,249.93,,,0.58,0.58,6.38,11.98,2.08,2.29,3.52,-0.96,0.56,88.1,0.03,0.43,0.9,513765347,23/02/2022 14:14
835,פסגות גדיש אגח צמוד מדד,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",202102,30/06/2003,כלל האוכלוסיה,"אג""ח","אג""ח צמוד מדד",0.12,1.19,-2.5,-3.57,245.4,,,-0.36,0.22,6.84,10.74,2.23,2.06,3.52,-0.96,0.5,87.6,0.03,0.42,0.9,513765347,23/02/2022 14:14
835,פסגות גדיש אגח צמוד מדד,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",202103,30/06/2003,כלל האוכלוסיה,"אג""ח","אג""ח צמוד מדד",0.03,1.82,-3.57,-5.36,242.96,,,1.01,1.23,7.6,11.79,2.47,2.25,3.54,-0.96,0.58,87.6,0.29,0.43,1.18,513765347,23/02/2022 14:14
835,פסגות גדיש אגח צמוד מדד,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",202104,30/06/2003,כלל האוכלוסיה,"אג""ח","אג""ח צמוד מדד",0.44,0.74,-2.69,-2.99,240.94,,,0.46,1.7,7.85,11.25,2.55,2.16,3.52,-0.96,0.59,87.7,0.42,0.42,1.29,513765347,23/02/2022 14:14
835,פסגות גדיש אגח צמוד מדד,תגמולים ואישית לפיצויים,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",202105,30/06/2003,כלל האוכלוסיה,"אג""ח","אג""ח צמוד מדד",0.12,0.77,-1.8,-2.45,240.63,,,0.94,2.65,8.82,12.68,2.86,2.42,3.53,-0.96,0.67,87.6,0.55,0.42,1.42,513765347,23/02/2022 14:14
835,פסגות גדיש אגח צמוד מדד,תגמולים ואישית לפיצויים,"אלטשולר שחם בע""מ","פסגות קופות גמל ופנסיה בע""מ",202106,30/06/2003,כלל האוכלוסיה,"אג""ח","אג""ח צמוד מדד",0.15,1.6,-1.94,-3.39,237.81,,,0.28,2.94,9.09,12.32,2.94,2.35,3.53,-0.96,0.67,88.8,0.53,0.36,1.37,513765347,23/02/2022 14:14
835,פסגות גדיש אגח צמוד מדד,תגמולים ואישית לפיצויים,"אלטשולר שחם בע""מ","פסגות קופות גמל ופנסיה בע""מ",202107,30/06/2003,כלל האוכלוסיה,"אג""ח","אג""ח צמוד מדד",0.32,1.76,14.55,13.11,251.52,,,0.35,3.3,9.35,11.86,3.02,2.27,3.52,-0.96,0.68,90.1,0.46,0.12,1.34,513765347,23/02/2022 14:14
835,פסגות גדיש אגח צמוד מדד,תגמולים ואישית לפיצויים,"אלטשולר שחם בע""מ","פסגות קופות גמל ופנסיה בע""מ",202108,30/06/2003,כלל האוכלוסיה,"אג""ח","אג""ח צמוד מדד",-0.04,1.88,-4,-5.92,248.91,,,1.18,4.52,10.09,13.4,3.26,2.55,3.54,-0.96,0.77,90.8,0.59,0.1,1.45,513765347,23/02/2022 14:14
835,פסגות גדיש אגח צמוד מדד,תגמולים ואישית לפיצויים,"אלטשולר שחם בע""מ","פסגות קופות גמל ופנסיה בע""מ",202109,30/06/2003,כלל האוכלוסיה,"אג""ח","אג""ח צמוד מדד",0.12,0.55,-1.59,-2.02,247.44,,,0.28,4.81,10.5,14.62,3.38,2.77,3.51,-0.96,0.81,90.9,0.62,0.13,1.49,513765347,23/02/2022 14:14
